short_question,short_answer
부모님과 소통이 어려워. 고민도 공감을 받지 못하는 것 같아. 친구들도 마찬가지고 내가 필요할 때 도와주지 않아. 내게 믿음직한 어른이 필요한 것 같아. 어떻게 하면 좋을까요?,일단 어릴 적에 소홀히 받은 아이들의 일부분을 빼앗긴 것 같다는 게 너무 안타까워요. 믿을 만한 성인을 찾는 걸 추천해요. 이런 분들 중 하나를 찾아 이야기해보세요.
결혼이 오래가려면 어떤 것이 중요할까?,살면서 쌓은 경험이야면서. 상호간 존중하고 소중히 여기며 자신과 파트너의 가치를 인정해. 갈등 시도중엔 서로 듣고 얘기하는 법 배워. 함께 시간 보내며 서로 소중한 것을 알아가는 것도 중요해.
"우울증을 갖고 있어. 몇 년째인데. 모두에게 감추고 있어. 부모님한테 얘기해봤는데 날 너무 어린이라고 생각하고 잘못된 일이라고 말했어. 고마운 마음을 가지고 있지 않다며, 미래에 더 어려워질 거라고도 했어. 괴로워서 더 이상 속이기 힘들어. 어떻게 버틸 수 있을지 모르겠어. 집에 도움을 받을 수 없는데.",부모님의 말들을 해석해보면 다르게 들릴 거야. 당신을 지원해주고 싶은데 그들이 할 수 있는 게 이것뿐이라는 걸 알아둬. 당신이 필요로 하는 지원을 찾을 수 있을 거야. 절대 포기하지 마세요.
"우리가 너무 안 마주칠 것 같아. 그녀랑 대화하다가 항상 세계대전 3으로 번진다. 내 의견을 제대로 말할 자격이 없다는 듯 대해. 진짜 엄마는 신경을 써주고 도와주려고 노력하지만, 입양 엄마가 그녀도 듣지 않아.",경험이 풍부한 상담사를 만나보는 것이 좋을 것 같아. 중립적인 사람이 두 명의 입장을 듣고 공감대를 형성하는데 도움을 줄 수 있어. 상담에 동의하지 않는다면 변화할 수 있는 사람은 당신 뿐이야. 사랑으로 다가가서 그녀가 그녀로서 중요한 점을 알아주는 것을 제안한다면 어때? 최근보다 더 나아질 수 있길 바라며. 이로써 사랑으로 생각과 감정을 설명할 수 있는 소통의 문을 열 수 있게 되리라 희망해.
,
"왜 내가 그를 사랑하는 걸까? 어떻게 그 사랑을 멈출 수 있을까? 그를 다른 누군가와 함께 보는 걸 알면 속상하다. 나는 충분하지 않았다고 느끼고 더 이상 아름답지 않다는 것이 내 마음을 아프게 한다. 정신과 상담사가 필요할 것 같지만, 시작해야 할 지 모르겠어.","너가 겪고 있는 고통에 대해 너무 안타까워. 가장 중요한 사람을 잃는 것은 굉장히 고통스럽고 이별은 종종 죽음과 동등시된다. 정신과 상담사를 만나는 것이 매우 추천되며, 치료와 지지가 계속 필요할 것으로 보입니다. 어떤 슬픔이 자해나 자살 생각을 불러일으킬 때는 즉각 도움을 받는 것이 중요합니다. 상담사는 너의 감정과 경험을 인정하고 너가 겪는 과정을 거치는 데 도움을 줄 수 있습니다. 함께 새로운 취미나 소셜활동, 미래 계획을 채택하며 새로운 삶을 시작하는 것이 힘든 과제처럼 보일 수 있지만, 이는 상황을 좀 더 쉽게 만들 뿐만 아니라 미래에 대한 희망과 목표를 제공할 것입니다. 새로운 해가 다가오면 자기 자신을 다시 알아가고 더 풍요로운 삶을 살 수 있는 목표를 설정하는 좋은 시기와 기회로 여겨볼 수 있습니다. 힘내세요. 지지 체계와 건강한 마음가짐이 있는 상태에서만 모든 것이 쉬워질 수 있습니다. 행운을 빕니다!"
"미국에서 대학원에 처음 온 국제학생이야. 문화적 충격을 받아 왔고 처음엔 우울했어. 대학의 상담사가 큰 도움이 되었어. 이제 나는 휴가를 위해 나라로 돌아가는데, 이 분께 나라 이름이 씌여진 특별한 선물을 주고 싶어. 와인을 좋아하신다는데, 나라로 유명한데, 챠리스마스 후에 와인을 선물해도 괜찮을까요?","고민이신거네요. 일반적으로 상담사들은 클라이언트로부터 선물을 받지 않는 것이 적절합니다.문화적 측면도 고려될 수는 있겠지만, 상담사에게 감사의 마음을 전할 수 있는 방법이 있을 거에요.이에 대해 상담사와 이야기하고 선물해도 괜찮은지 물어봐도 돼요. 최종적으로 그에게 상담이 얼마나 많은 의미를 가졌는지를 전해주는 것이 가장 중요할 것 같네요."
대학경험과 수업에 대해 듣고 싶어,"심리학 분야에 관심이 있다면, 심리학자와 대화하기 위해 연락을 취하는 좋은 아이디어야. 일반적으로 심리학자가 되려면 대학교 4년과 석사 4~7년이 필요하며, 박사학위를 얻는다. 박사 학위 없이도 자격증을 딴 상담사 등 유사한 직업도 있다. 혹시 심리학 직업에 관심이 있는데, 뉴저지 APA 챕터에 관심이 있다면 이 링크를 확인해봐: https://www.psychologynj.org/"
남편은 과거에 있었던 일로 나를 믿지 않아요. 어떻게 하면 믿음을 회복할 수 있을까요?,믿음 회복은 시간과 노력이 필요해요. 당신은 더 많은 안정과 신뢰할 만한 증거를 제공하고 그의 불안을 이해할 수 있어야 합니다. 상담사의 도움을 받는 것도 하나의 방법일 수 있어요.
며칠동안 남자친구와 한마디도 교환하지 않았어. 이제 그 일로 끝났고 상황을 어떻게 해결해야 할지 모르겠어.,"모든 관계에서 ""미안해""라고 말할 수 있는 게 중요해. 너무 화났던 이유와 앞으로 어떻게 처리하길 원하는지를 평온하게 이야기하는 걸 추천해. 또 화가 나면 20분 휴식을 취하고 차분해지면 대화를 이어가는 게 좋아. 냉정해진 후에 얘기하면 상대의 말을 더 잘 듣게되고 문제를 더 효과적으로 해결할 수 있어."
"몇 년 전에 머리를 다쳤는데 정신이 계속 떠돌아요. 잠을 제대로 자지 못하고 불안감이 심해요. 어떻게 안정을 취할 수 있을까요? 너무 초조해요.,","약물에 대해 자세히 말씀하지 않았네요. 일부 불안 치료제는 메스꺼움을 일으킬 수 있지만, 입안에 수포가 생기는 일은 듣지 못했습니다. 아마도 다른 기저 질병이 있을 수 있어 전문가와 상담하셔야 합니다. 마찬가지로 명상이나 심호흡 같은 다른 치료법을 시도해보셨나요? 명상은 효과적일 수 있지만 연습이 필요합니다. 가능한 방법을 찾아보세요."
내 감정을 인식은 하는데 제어할 수가 없어. 어떻게 하면 화를 잘 다룰 수 있을까?,감정 인식을 향상하는 것이 중요해. 화가 날 때 왜 화가 나는지 인식하는 게 중요해. 감정을 표현하는 법을 연습하고 열이 나지 않도록 조절하는 법을 찾는 게 좋을 거야. 그리고 치료사와 상담하는 것도 도움이 될 거야.
나 진짜 귀찮고 다른 사람들에게 스트레스 받고 있다고 생각해.,"이해해. 그건 중요한 발견이야. 어떤 논리적 인식과 일치하지 않는 감정을 느끼는 것은 흔하지 않아._주변 사람들이 너를 ""귀찮고 성가시다""고 생각하지 않는다는 걸 알지만, 여전히 스트레스를 준다고 느끼는 부분이 있는 것 같아. 이 감정을 처리할 수 있는 현지 상담사를 찾는 것이 도움이 될 수도 있어."
질문 : 아내가 나를 속이고 있다는 사실을 알게 되었어. 내가 증거를 보여줘도 진실을 말하지 않아. 진실을 알아내라고 애원하면 욕을 하고 화를 내.,"안녕, 일이 이렇게 되어서 너무 죄송해. 지금 당장 네가 지지를 필요로 하고, 네가 답을 필요로 할 때이다. 그녀는 부인하고 진실을 숨기려고한다. 이건 자연스러운 행동이야. 결혼을 원하는지, 또는 떠나려고 하는지 알 수 없다. 여기서 뭐가 옳은 방향인지는 그 질문에 대한 답변에 따라 달라질거야. 만약 그녀가 결혼을 원한다면, 당신은 ""내 모든 질문에 대한 답변이 필요해""라고 말할 권리가 있어. 당신이 필요로 하는 정보를 제공하는 것은 (그녀가 결혼을 원한다면) 그녀를 지키는 것보다 중요해야 해. 않는다면 문을 두드리기보다 친구나 가족으로부터 지지를 받는 게 더 좋을거야._네 아내가 결정을 내릴 일이 있어. 그녀가 결정할 수 있도록 시간을 조금 줘봐. 너는 차분하게 ""이런 일이 벌어지고 있다. 같이 이 문제를 해결하기 위해 얘기해줘. 진실이 필요해 앞으로 나아가기 위해."" 라고 말해볼 수 있어. 이 일이 어떻게 흘러갈지는 시간만 알려줄거야. 개인적으로, 전문가의 도움을 받을 수도 있어."
"남편이 무시하는게 싫어서 속상해. 나한테 할 말 있을 때마다 ""이제 좀 그만""하고 외치면 정말 화가나. 남편에게 그게 싫다고 얘기해봤니? 서로 의견을 공유하는 것이 중요하다고 생각해",두 분이 각자의 입장을 이해하고 서로에게 기대하는 점을 알면 함께 이야기할 때 더 수월할 거야. 생각과 감정을 공유하고 상대방의 관점을 이해하기 시작하는 게 좋을 것 같아.
남편에 대한 감정이 달라지고 있다. 연애 시절의 연결이 느껴지질 않아. 6년을 함께했고 결혼한지도 거의 5년이 다 되가는데 더는 그 연결을 못 느끼겠어. 왜 그런 지 모르겠고 이상한 건가?,"레이시, 너가 이야기해줘서 너무 고마워. 수천 명의 사람들이 지금 이 같은 느낌을 가지고 있다. 이것에 주의를 기울이는 네 태도가 매우 중요해. 처음 만났을 때 특별한 감정이 넘쳐나고 서로 사랑을 증진시키고 깊은 친밀감과 연결을 만들기 위해 다양한 행동과 말을 나누곤 해. 후에 연인 사이에 강한 연결이 만들어졌으니까, 사랑을 얻기 위해 노력할 필요가 없어져서 사랑의 노력을 줄이곤 해. 그 반짝거리는 느낌은 대개 몇 년은 지속되지만(인류의 지속을 위한 충분한 시간 동안), 언젠가는 약해지고 서로를 보면서 '왜 더 이상 같은 느낌이 안 드는 걸까?'라고 생각하게 돼. 이를 해결하는 첫 번째 방법은 줄여버린 네 사랑스런 행동을 다시 증폭하는 것이다. 사랑으로 행동하면, 아마도 그 감정을 되찾을 수 있을 거야. 파트너와 이에 대해 이야기해봐. '우리 예전에 X, Y, Z를 했던 기억이 있니? 다시 그런 거 할 수 있을까? 예전에 해주던 발 마사지를 더 받을 수 있을까?' 너가 원하는 것을 요청해봐(불평 대신). 네 '사랑의 언어'가 무엇인지 알아? 파트너의 어떤 걸로 표현하는지? 결혼은 먹여줘야 해. 아이, 직장, 그러면 거의 실제로는 태만함 때문이지. 사랑으로 활동하자!그런데, 이를 읽고 '그런 게 아닌데'라고 느낀다면, 당신의 감정에 대해 상담사와 같이 이야기할 필요가 있어. 사람은 변화하며 성장하고 때로는 관계가 더 이상 맞지 않을 수도 있어. 하지만 이런 결정은 가볍게 내리면 안돼. 행복을 빌어."
"온라인에서 만난 남자와 열애를 시작했고, 성범죄자로 등록돼있다고 했어. 그러나 아무 잘못도 못했다고 하더라. 20년 전에 성범죄자로 등록되었고 2년을 했었다고 해. 그 후로는 아무런 범죄도 없었어. 과거는 과거로 넘기는 게 맞다고 생각하지만, 룸메이트와 그들의 가족, 그리고 아들은 용서하지 않겠대. 나는 이 사람을 용서해야할까, 아니면 이별해야할까? 만약 이 사람과 함께한다면 가족과 손자딸을 볼 수 없을 거야.","신뢰는 관계에서 매우 중요해. 어떤 것이 깨졌다고 느끼거나 망가졌다고 인식되면, 그것을 복구하는 데 오랜 시간이 걸려. 공유해준 정보를 보면, 너의 남자친구는 상황을 바로 잡기 위한 조치를 취하고 이후로 신뢰할 만한 모습을 보여줬다는데. 불행히도, 우리가 뭔가를 용서하거나 다른 사람이 우리가 한 일이나 다른 이들이 우리가 한 것으로 인식하는 일에 미안함을 표현한다 해도, 그래도 여전히 딱딱해진 마음을 가진 사람들이 있을 수 있어. 만약 너의 관계에 자신 있는 거라면, 내면의 지혜를 믿어봐. 우리는 다른 사람들을 통제할 수 없고 오직 우리 자신만을 통제할 수 있어. 가족이 용서하지 않기를 원한다면 그 의견을 존중하되, 동시에 그의 믿음을 지키고 이 관계에 있음을 존중해달라고 요청해봐. 행운을 빌어."
